,query_no,query,question_rank,question,click_history,explanation,class_1,class_2,class_3,class_4
3242,172,Olanzapine,0,Is olanzapine the same as Xanax?,[],,,,,
3243,172,Olanzapine,1,What is equivalent to olanzapine?,['Is olanzapine the same as Xanax?'],,,,,
3244,172,Olanzapine,2,What is a natural replacement for olanzapine?,"['Is olanzapine the same as Xanax?', 'What is equivalent to olanzapine?']",,,,,
3245,172,Olanzapine,3,Is Abilify better than olanzapine?,"['Is olanzapine the same as Xanax?', 'What is equivalent to olanzapine?', 'What is a natural replacement for olanzapine?']",,,,,
3246,172,Olanzapine,4,What is the strongest antipsychotic in the world?,"['Is olanzapine the same as Xanax?', 'What is equivalent to olanzapine?', 'What is a natural replacement for olanzapine?', 'Is Abilify better than olanzapine?']",,,,,
3247,172,Olanzapine,5,What is the miracle drug for schizophrenia?,"['Is olanzapine the same as Xanax?', 'What is equivalent to olanzapine?', 'What is a natural replacement for olanzapine?', 'Is Abilify better than olanzapine?', 'What is the strongest antipsychotic in the world?']",,,,,
3248,172,Olanzapine,6,Can schizophrenia be seen on a brain scan?,"['Is olanzapine the same as Xanax?', 'What is equivalent to olanzapine?', 'What is a natural replacement for olanzapine?', 'Is Abilify better than olanzapine?', 'What is the strongest antipsychotic in the world?', 'What is the miracle drug for schizophrenia?']",,,,,
3249,172,Olanzapine,7,Is schizophrenia inherited from mother or father?,"['Is olanzapine the same as Xanax?', 'What is equivalent to olanzapine?', 'What is a natural replacement for olanzapine?', 'Is Abilify better than olanzapine?', 'What is the strongest antipsychotic in the world?', 'What is the miracle drug for schizophrenia?', 'Can schizophrenia be seen on a brain scan?']",,,,,
3250,172,Olanzapine,8,How does schizophrenia start off?,"['Is olanzapine the same as Xanax?', 'What is equivalent to olanzapine?', 'What is a natural replacement for olanzapine?', 'Is Abilify better than olanzapine?', 'What is the strongest antipsychotic in the world?', 'What is the miracle drug for schizophrenia?', 'Can schizophrenia be seen on a brain scan?', 'Is schizophrenia inherited from mother or father?']",,,,,
3251,172,Olanzapine,9,How to test for schizophrenia?,"['Is olanzapine the same as Xanax?', 'What is equivalent to olanzapine?', 'What is a natural replacement for olanzapine?', 'Is Abilify better than olanzapine?', 'What is the strongest antipsychotic in the world?', 'What is the miracle drug for schizophrenia?', 'Can schizophrenia be seen on a brain scan?', 'Is schizophrenia inherited from mother or father?', 'How does schizophrenia start off?']",,,,,
3252,172,Olanzapine,0,Is olanzapine a strong sedative?,[],,,,,
3253,172,Olanzapine,1,How long does it take for olanzapine to sedate?,['Is olanzapine a strong sedative?'],,,,,
3254,172,Olanzapine,2,Does olanzapine help with anxiety?,"['Is olanzapine a strong sedative?', 'How long does it take for olanzapine to sedate?']",,,,,
3255,172,Olanzapine,3,What happens if you take olanzapine and don't need it?,"['Is olanzapine a strong sedative?', 'How long does it take for olanzapine to sedate?', 'Does olanzapine help with anxiety?']",,,,,
3256,172,Olanzapine,4,Is 5mg olanzapine a lot?,"['Is olanzapine a strong sedative?', 'How long does it take for olanzapine to sedate?', 'Does olanzapine help with anxiety?', ""What happens if you take olanzapine and don't need it?""]",,,,,
3257,172,Olanzapine,5,How long does 5mg of olanzapine stay in your system?,"['Is olanzapine a strong sedative?', 'How long does it take for olanzapine to sedate?', 'Does olanzapine help with anxiety?', ""What happens if you take olanzapine and don't need it?"", 'Is 5mg olanzapine a lot?']",,,,,
3258,172,Olanzapine,6,Will olanzapine make you fail a drug test?,"['Is olanzapine a strong sedative?', 'How long does it take for olanzapine to sedate?', 'Does olanzapine help with anxiety?', ""What happens if you take olanzapine and don't need it?"", 'Is 5mg olanzapine a lot?', 'How long does 5mg of olanzapine stay in your system?']",,,,,
3259,172,Olanzapine,7,What psych meds cause false-positive drug tests?,"['Is olanzapine a strong sedative?', 'How long does it take for olanzapine to sedate?', 'Does olanzapine help with anxiety?', ""What happens if you take olanzapine and don't need it?"", 'Is 5mg olanzapine a lot?', 'How long does 5mg of olanzapine stay in your system?', 'Will olanzapine make you fail a drug test?']",,,,,
3260,172,Olanzapine,8,What drugs don't show up on a urine test?,"['Is olanzapine a strong sedative?', 'How long does it take for olanzapine to sedate?', 'Does olanzapine help with anxiety?', ""What happens if you take olanzapine and don't need it?"", 'Is 5mg olanzapine a lot?', 'How long does 5mg of olanzapine stay in your system?', 'Will olanzapine make you fail a drug test?', 'What psych meds cause false-positive drug tests?']",,,,,
3261,172,Olanzapine,9,What is the most common false positive drug test?,"['Is olanzapine a strong sedative?', 'How long does it take for olanzapine to sedate?', 'Does olanzapine help with anxiety?', ""What happens if you take olanzapine and don't need it?"", 'Is 5mg olanzapine a lot?', 'How long does 5mg of olanzapine stay in your system?', 'Will olanzapine make you fail a drug test?', 'What psych meds cause false-positive drug tests?', ""What drugs don't show up on a urine test?""]",,,,,
3262,173,Tadalafil,0,How long does it take for tadalafil to kick in?,[],,,,,
3263,173,Tadalafil,1,Do you stay hard after coming with tadalafil?,['How long does it take for tadalafil to kick in?'],,,,,
3264,173,Tadalafil,2,Does tadalafil raise blood pressure?,"['How long does it take for tadalafil to kick in?', 'Do you stay hard after coming with tadalafil?']",,,,,
3265,173,Tadalafil,3,Does tadalafil cause hair loss?,"['How long does it take for tadalafil to kick in?', 'Do you stay hard after coming with tadalafil?', 'Does tadalafil raise blood pressure?']",,,,,
3266,173,Tadalafil,4,What does tadalafil do to your brain?,"['How long does it take for tadalafil to kick in?', 'Do you stay hard after coming with tadalafil?', 'Does tadalafil raise blood pressure?', 'Does tadalafil cause hair loss?']",,,,,
3267,173,Tadalafil,5,Does tadalafil help memory?,"['How long does it take for tadalafil to kick in?', 'Do you stay hard after coming with tadalafil?', 'Does tadalafil raise blood pressure?', 'Does tadalafil cause hair loss?', 'What does tadalafil do to your brain?']",,,,,
3268,173,Tadalafil,6,Will I become reliant on tadalafil?,"['How long does it take for tadalafil to kick in?', 'Do you stay hard after coming with tadalafil?', 'Does tadalafil raise blood pressure?', 'Does tadalafil cause hair loss?', 'What does tadalafil do to your brain?', 'Does tadalafil help memory?']",,,,,
3269,173,Tadalafil,7,Is daily tadalafil worth it?,"['How long does it take for tadalafil to kick in?', 'Do you stay hard after coming with tadalafil?', 'Does tadalafil raise blood pressure?', 'Does tadalafil cause hair loss?', 'What does tadalafil do to your brain?', 'Does tadalafil help memory?', 'Will I become reliant on tadalafil?']",,,,,
3270,173,Tadalafil,8,How many years can you take tadalafil?,"['How long does it take for tadalafil to kick in?', 'Do you stay hard after coming with tadalafil?', 'Does tadalafil raise blood pressure?', 'Does tadalafil cause hair loss?', 'What does tadalafil do to your brain?', 'Does tadalafil help memory?', 'Will I become reliant on tadalafil?', 'Is daily tadalafil worth it?']",,,,,
3271,173,Tadalafil,9,How long until tadalafil wears off?,"['How long does it take for tadalafil to kick in?', 'Do you stay hard after coming with tadalafil?', 'Does tadalafil raise blood pressure?', 'Does tadalafil cause hair loss?', 'What does tadalafil do to your brain?', 'Does tadalafil help memory?', 'Will I become reliant on tadalafil?', 'Is daily tadalafil worth it?', 'How many years can you take tadalafil?']",,,,,
3272,174,Nebivolol,0,What is the warning for nebivolol?,[],,,,,
3273,174,Nebivolol,1,How long can you be on nebivolol?,['What is the warning for nebivolol?'],,,,,
3274,174,Nebivolol,2,Will nebivolol cause weight gain?,"['What is the warning for nebivolol?', 'How long can you be on nebivolol?']",,,,,
3275,174,Nebivolol,3,Is memory loss a side effect of nebivolol?,"['What is the warning for nebivolol?', 'How long can you be on nebivolol?', 'Will nebivolol cause weight gain?']",,,,,
3276,174,Nebivolol,4,Does nebivolol cause sleep problems?,"['What is the warning for nebivolol?', 'How long can you be on nebivolol?', 'Will nebivolol cause weight gain?', 'Is memory loss a side effect of nebivolol?']",,,,,
3277,174,Nebivolol,5,How does nebivolol affect the brain?,"['What is the warning for nebivolol?', 'How long can you be on nebivolol?', 'Will nebivolol cause weight gain?', 'Is memory loss a side effect of nebivolol?', 'Does nebivolol cause sleep problems?']",,,,,
3278,174,Nebivolol,6,Why is nebivolol unique?,"['What is the warning for nebivolol?', 'How long can you be on nebivolol?', 'Will nebivolol cause weight gain?', 'Is memory loss a side effect of nebivolol?', 'Does nebivolol cause sleep problems?', 'How does nebivolol affect the brain?']",,,,,
3279,174,Nebivolol,7,Why is nebivolol so expensive?,"['What is the warning for nebivolol?', 'How long can you be on nebivolol?', 'Will nebivolol cause weight gain?', 'Is memory loss a side effect of nebivolol?', 'Does nebivolol cause sleep problems?', 'How does nebivolol affect the brain?', 'Why is nebivolol unique?']",,,,,
3280,174,Nebivolol,8,Why do doctors prescribe nebivolol?,"['What is the warning for nebivolol?', 'How long can you be on nebivolol?', 'Will nebivolol cause weight gain?', 'Is memory loss a side effect of nebivolol?', 'Does nebivolol cause sleep problems?', 'How does nebivolol affect the brain?', 'Why is nebivolol unique?', 'Why is nebivolol so expensive?']",,,,,
3281,174,Nebivolol,9,What is the generic name for nebivolol?,"['What is the warning for nebivolol?', 'How long can you be on nebivolol?', 'Will nebivolol cause weight gain?', 'Is memory loss a side effect of nebivolol?', 'Does nebivolol cause sleep problems?', 'How does nebivolol affect the brain?', 'Why is nebivolol unique?', 'Why is nebivolol so expensive?', 'Why do doctors prescribe nebivolol?']",,,,,
3282,174,Nebivolol,0,What is the warning for nebivolol?,[],,,,,
3283,174,Nebivolol,1,How long can you be on nebivolol?,['What is the warning for nebivolol?'],,,,,
3284,174,Nebivolol,2,What drugs should not be taken with nebivolol?,"['What is the warning for nebivolol?', 'How long can you be on nebivolol?']",,,,,
3285,174,Nebivolol,3,What are the positive effects of nebivolol?,"['What is the warning for nebivolol?', 'How long can you be on nebivolol?', 'What drugs should not be taken with nebivolol?']",,,,,
3286,174,Nebivolol,4,Why is nebivolol so expensive?,"['What is the warning for nebivolol?', 'How long can you be on nebivolol?', 'What drugs should not be taken with nebivolol?', 'What are the positive effects of nebivolol?']",,,,,
3287,174,Nebivolol,5,Can nebivolol cause hair loss?,"['What is the warning for nebivolol?', 'How long can you be on nebivolol?', 'What drugs should not be taken with nebivolol?', 'What are the positive effects of nebivolol?', 'Why is nebivolol so expensive?']",,,,,
3288,174,Nebivolol,6,What blood pressure medicine makes your hair fall out?,"['What is the warning for nebivolol?', 'How long can you be on nebivolol?', 'What drugs should not be taken with nebivolol?', 'What are the positive effects of nebivolol?', 'Why is nebivolol so expensive?', 'Can nebivolol cause hair loss?']",,,,,
3289,174,Nebivolol,7,Is there a beta blocker that doesn't cause hair loss?,"['What is the warning for nebivolol?', 'How long can you be on nebivolol?', 'What drugs should not be taken with nebivolol?', 'What are the positive effects of nebivolol?', 'Why is nebivolol so expensive?', 'Can nebivolol cause hair loss?', 'What blood pressure medicine makes your hair fall out?']",,,,,
3290,174,Nebivolol,8,What is the least harmful beta blocker?,"['What is the warning for nebivolol?', 'How long can you be on nebivolol?', 'What drugs should not be taken with nebivolol?', 'What are the positive effects of nebivolol?', 'Why is nebivolol so expensive?', 'Can nebivolol cause hair loss?', 'What blood pressure medicine makes your hair fall out?', ""Is there a beta blocker that doesn't cause hair loss?""]",,,,,
3291,174,Nebivolol,9,What is an acceptable heart rate on beta blockers?,"['What is the warning for nebivolol?', 'How long can you be on nebivolol?', 'What drugs should not be taken with nebivolol?', 'What are the positive effects of nebivolol?', 'Why is nebivolol so expensive?', 'Can nebivolol cause hair loss?', 'What blood pressure medicine makes your hair fall out?', ""Is there a beta blocker that doesn't cause hair loss?"", 'What is the least harmful beta blocker?']",,,,,
3292,175,Valproate,0,What does valproate do for bipolar?,[],,,,,
3293,175,Valproate,1,Why is valproate better than lithium?,['What does valproate do for bipolar?'],,,,,
3294,175,Valproate,2,What is rapid cycling bipolar?,"['What does valproate do for bipolar?', 'Why is valproate better than lithium?']",,,,,
3295,175,Valproate,3,What does a bipolar crash feel like?,"['What does valproate do for bipolar?', 'Why is valproate better than lithium?', 'What is rapid cycling bipolar?']",,,,,
3296,175,Valproate,4,What is mouthing in bipolar disorder?,"['What does valproate do for bipolar?', 'Why is valproate better than lithium?', 'What is rapid cycling bipolar?', 'What does a bipolar crash feel like?']",,,,,
3297,175,Valproate,5,Why do bipolar people drink so much?,"['What does valproate do for bipolar?', 'Why is valproate better than lithium?', 'What is rapid cycling bipolar?', 'What does a bipolar crash feel like?', 'What is mouthing in bipolar disorder?']",,,,,
3298,175,Valproate,6,What are bipolar people like when drunk?,"['What does valproate do for bipolar?', 'Why is valproate better than lithium?', 'What is rapid cycling bipolar?', 'What does a bipolar crash feel like?', 'What is mouthing in bipolar disorder?', 'Why do bipolar people drink so much?']",,,,,
3299,175,Valproate,7,Can bipolar look like narcissism?,"['What does valproate do for bipolar?', 'Why is valproate better than lithium?', 'What is rapid cycling bipolar?', 'What does a bipolar crash feel like?', 'What is mouthing in bipolar disorder?', 'Why do bipolar people drink so much?', 'What are bipolar people like when drunk?']",,,,,
3300,175,Valproate,8,What mental illness mimics narcissism?,"['What does valproate do for bipolar?', 'Why is valproate better than lithium?', 'What is rapid cycling bipolar?', 'What does a bipolar crash feel like?', 'What is mouthing in bipolar disorder?', 'Why do bipolar people drink so much?', 'What are bipolar people like when drunk?', 'Can bipolar look like narcissism?']",,,,,
3301,175,Valproate,9,What is the hardest mental illness to live with?,"['What does valproate do for bipolar?', 'Why is valproate better than lithium?', 'What is rapid cycling bipolar?', 'What does a bipolar crash feel like?', 'What is mouthing in bipolar disorder?', 'Why do bipolar people drink so much?', 'What are bipolar people like when drunk?', 'Can bipolar look like narcissism?', 'What mental illness mimics narcissism?']",,,,,
3302,175,Valproate,0,What are the side effects of valproate?,[],,,,,
3303,175,Valproate,1,Can Epilim cause diarrhea?,['What are the side effects of valproate?'],,,,,
3304,175,Valproate,2,Does valproate affect appetite?,"['What are the side effects of valproate?', 'Can Epilim cause diarrhea?']",,,,,
3305,175,Valproate,3,Can valproate cause dysphagia?,"['What are the side effects of valproate?', 'Can Epilim cause diarrhea?', 'Does valproate affect appetite?']",,,,,
3306,175,Valproate,4,Can valproate cause tardive dyskinesia?,"['What are the side effects of valproate?', 'Can Epilim cause diarrhea?', 'Does valproate affect appetite?', 'Can valproate cause dysphagia?']",,,,,
3307,175,Valproate,5,Can valproate cause dystonia?,"['What are the side effects of valproate?', 'Can Epilim cause diarrhea?', 'Does valproate affect appetite?', 'Can valproate cause dysphagia?', 'Can valproate cause tardive dyskinesia?']",,,,,
3308,175,Valproate,6,What drugs are known to cause dystonia?,"['What are the side effects of valproate?', 'Can Epilim cause diarrhea?', 'Does valproate affect appetite?', 'Can valproate cause dysphagia?', 'Can valproate cause tardive dyskinesia?', 'Can valproate cause dystonia?']",,,,,
3309,175,Valproate,7,What drug reverses dystonia?,"['What are the side effects of valproate?', 'Can Epilim cause diarrhea?', 'Does valproate affect appetite?', 'Can valproate cause dysphagia?', 'Can valproate cause tardive dyskinesia?', 'Can valproate cause dystonia?', 'What drugs are known to cause dystonia?']",,,,,
3310,175,Valproate,8,What is the best muscle relaxer for dystonia?,"['What are the side effects of valproate?', 'Can Epilim cause diarrhea?', 'Does valproate affect appetite?', 'Can valproate cause dysphagia?', 'Can valproate cause tardive dyskinesia?', 'Can valproate cause dystonia?', 'What drugs are known to cause dystonia?', 'What drug reverses dystonia?']",,,,,
3311,175,Valproate,9,What not to do with dystonia?,"['What are the side effects of valproate?', 'Can Epilim cause diarrhea?', 'Does valproate affect appetite?', 'Can valproate cause dysphagia?', 'Can valproate cause tardive dyskinesia?', 'Can valproate cause dystonia?', 'What drugs are known to cause dystonia?', 'What drug reverses dystonia?', 'What is the best muscle relaxer for dystonia?']",,,,,
3312,176,Ketoconazole,0,Is ketoconazole good for oral thrush?,[],,,,,
3313,176,Ketoconazole,1,What is the strongest candida killer for oral thrush?,['Is ketoconazole good for oral thrush?'],,,,,
3314,176,Ketoconazole,2,What is the hardest Candida to treat?,"['Is ketoconazole good for oral thrush?', 'What is the strongest candida killer for oral thrush?']",,,,,
3315,176,Ketoconazole,3,What are the symptoms of severe candidiasis?,"['Is ketoconazole good for oral thrush?', 'What is the strongest candida killer for oral thrush?', 'What is the hardest Candida to treat?']",,,,,
3316,176,Ketoconazole,4,What is the last stage of candidiasis?,"['Is ketoconazole good for oral thrush?', 'What is the strongest candida killer for oral thrush?', 'What is the hardest Candida to treat?', 'What are the symptoms of severe candidiasis?']",,,,,
3317,176,Ketoconazole,5,Is Candida a parasite?,"['Is ketoconazole good for oral thrush?', 'What is the strongest candida killer for oral thrush?', 'What is the hardest Candida to treat?', 'What are the symptoms of severe candidiasis?', 'What is the last stage of candidiasis?']",,,,,
3318,176,Ketoconazole,6,How to starve Candida?,"['Is ketoconazole good for oral thrush?', 'What is the strongest candida killer for oral thrush?', 'What is the hardest Candida to treat?', 'What are the symptoms of severe candidiasis?', 'What is the last stage of candidiasis?', 'Is Candida a parasite?']",,,,,
3319,176,Ketoconazole,7,How to test for Candida at home?,"['Is ketoconazole good for oral thrush?', 'What is the strongest candida killer for oral thrush?', 'What is the hardest Candida to treat?', 'What are the symptoms of severe candidiasis?', 'What is the last stage of candidiasis?', 'Is Candida a parasite?', 'How to starve Candida?']",,,,,
3320,176,Ketoconazole,8,How to test for leaky gut?,"['Is ketoconazole good for oral thrush?', 'What is the strongest candida killer for oral thrush?', 'What is the hardest Candida to treat?', 'What are the symptoms of severe candidiasis?', 'What is the last stage of candidiasis?', 'Is Candida a parasite?', 'How to starve Candida?', 'How to test for Candida at home?']",,,,,
3321,176,Ketoconazole,9,What naturally kills bad bacteria in the gut?,"['Is ketoconazole good for oral thrush?', 'What is the strongest candida killer for oral thrush?', 'What is the hardest Candida to treat?', 'What are the symptoms of severe candidiasis?', 'What is the last stage of candidiasis?', 'Is Candida a parasite?', 'How to starve Candida?', 'How to test for Candida at home?', 'How to test for leaky gut?']",,,,,
3322,176,Ketoconazole,0,What is ketoconazole used for in dogs?,[],,,,,
3323,176,Ketoconazole,1,Does ketoconazole treat bacterial infections?,['What is ketoconazole used for in dogs?'],,,,,
3324,176,Ketoconazole,2,Can you buy ketoconazole over the counter?,"['What is ketoconazole used for in dogs?', 'Does ketoconazole treat bacterial infections?']",,,,,
3325,176,Ketoconazole,3,Does ketoconazole treat toenail fungus?,"['What is ketoconazole used for in dogs?', 'Does ketoconazole treat bacterial infections?', 'Can you buy ketoconazole over the counter?']",,,,,
3326,176,Ketoconazole,4,What absolutely kills toenail fungus?,"['What is ketoconazole used for in dogs?', 'Does ketoconazole treat bacterial infections?', 'Can you buy ketoconazole over the counter?', 'Does ketoconazole treat toenail fungus?']",,,,,
3327,176,Ketoconazole,5,Does hydrogen peroxide get rid of toenail fungus?,"['What is ketoconazole used for in dogs?', 'Does ketoconazole treat bacterial infections?', 'Can you buy ketoconazole over the counter?', 'Does ketoconazole treat toenail fungus?', 'What absolutely kills toenail fungus?']",,,,,
3328,176,Ketoconazole,6,How long does it take for Vicks VapoRub to cure toenail fungus?,"['What is ketoconazole used for in dogs?', 'Does ketoconazole treat bacterial infections?', 'Can you buy ketoconazole over the counter?', 'Does ketoconazole treat toenail fungus?', 'What absolutely kills toenail fungus?', 'Does hydrogen peroxide get rid of toenail fungus?']",,,,,
3329,176,Ketoconazole,7,What is the best homemade foot soak for toenail fungus?,"['What is ketoconazole used for in dogs?', 'Does ketoconazole treat bacterial infections?', 'Can you buy ketoconazole over the counter?', 'Does ketoconazole treat toenail fungus?', 'What absolutely kills toenail fungus?', 'Does hydrogen peroxide get rid of toenail fungus?', 'How long does it take for Vicks VapoRub to cure toenail fungus?']",,,,,
3330,176,Ketoconazole,8,Does Listerine work on nail fungus?,"['What is ketoconazole used for in dogs?', 'Does ketoconazole treat bacterial infections?', 'Can you buy ketoconazole over the counter?', 'Does ketoconazole treat toenail fungus?', 'What absolutely kills toenail fungus?', 'Does hydrogen peroxide get rid of toenail fungus?', 'How long does it take for Vicks VapoRub to cure toenail fungus?', 'What is the best homemade foot soak for toenail fungus?']",,,,,
3331,176,Ketoconazole,9,How to get rid of thick toenails quickly?,"['What is ketoconazole used for in dogs?', 'Does ketoconazole treat bacterial infections?', 'Can you buy ketoconazole over the counter?', 'Does ketoconazole treat toenail fungus?', 'What absolutely kills toenail fungus?', 'Does hydrogen peroxide get rid of toenail fungus?', 'How long does it take for Vicks VapoRub to cure toenail fungus?', 'What is the best homemade foot soak for toenail fungus?', 'Does Listerine work on nail fungus?']",,,,,
3332,177,Dicyclomine,0,Is dicyclomine good for gallbladder pain?,[],,,,,
3333,177,Dicyclomine,1,Can Buscopan ease gallbladder pain?,['Is dicyclomine good for gallbladder pain?'],,,,,
3334,177,Dicyclomine,2,Where is gallbladder pain felt?,"['Is dicyclomine good for gallbladder pain?', 'Can Buscopan ease gallbladder pain?']",,,,,
3335,177,Dicyclomine,3,What are the early warning signs of gallbladder problems?,"['Is dicyclomine good for gallbladder pain?', 'Can Buscopan ease gallbladder pain?', 'Where is gallbladder pain felt?']",,,,,
3336,177,Dicyclomine,4,At what age do gallbladder problems occur?,"['Is dicyclomine good for gallbladder pain?', 'Can Buscopan ease gallbladder pain?', 'Where is gallbladder pain felt?', 'What are the early warning signs of gallbladder problems?']",,,,,
3337,177,Dicyclomine,5,Who is prone to gallbladder problems?,"['Is dicyclomine good for gallbladder pain?', 'Can Buscopan ease gallbladder pain?', 'Where is gallbladder pain felt?', 'What are the early warning signs of gallbladder problems?', 'At what age do gallbladder problems occur?']",,,,,
3338,177,Dicyclomine,6,What blood tests show gallbladder problems?,"['Is dicyclomine good for gallbladder pain?', 'Can Buscopan ease gallbladder pain?', 'Where is gallbladder pain felt?', 'What are the early warning signs of gallbladder problems?', 'At what age do gallbladder problems occur?', 'Who is prone to gallbladder problems?']",,,,,
3339,177,Dicyclomine,7,What are the odd symptoms of a bad gallbladder?,"['Is dicyclomine good for gallbladder pain?', 'Can Buscopan ease gallbladder pain?', 'Where is gallbladder pain felt?', 'What are the early warning signs of gallbladder problems?', 'At what age do gallbladder problems occur?', 'Who is prone to gallbladder problems?', 'What blood tests show gallbladder problems?']",,,,,
3340,177,Dicyclomine,8,What are the first signs of a bad liver?,"['Is dicyclomine good for gallbladder pain?', 'Can Buscopan ease gallbladder pain?', 'Where is gallbladder pain felt?', 'What are the early warning signs of gallbladder problems?', 'At what age do gallbladder problems occur?', 'Who is prone to gallbladder problems?', 'What blood tests show gallbladder problems?', 'What are the odd symptoms of a bad gallbladder?']",,,,,
3341,177,Dicyclomine,9,What can your feet tell you about your liver?,"['Is dicyclomine good for gallbladder pain?', 'Can Buscopan ease gallbladder pain?', 'Where is gallbladder pain felt?', 'What are the early warning signs of gallbladder problems?', 'At what age do gallbladder problems occur?', 'Who is prone to gallbladder problems?', 'What blood tests show gallbladder problems?', 'What are the odd symptoms of a bad gallbladder?', 'What are the first signs of a bad liver?']",,,,,
3342,177,Dicyclomine,0,When not to take dicyclomine?,[],,,,,
3343,177,Dicyclomine,1,Can dicyclomine cause diarrhea?,['When not to take dicyclomine?'],,,,,
3344,177,Dicyclomine,2,Do you need to drink a lot of water with dicyclomine?,"['When not to take dicyclomine?', 'Can dicyclomine cause diarrhea?']",,,,,
3345,177,Dicyclomine,3,Can I take Tums with dicyclomine?,"['When not to take dicyclomine?', 'Can dicyclomine cause diarrhea?', 'Do you need to drink a lot of water with dicyclomine?']",,,,,
3346,177,Dicyclomine,4,Can I buy dicyclomine over the counter?,"['When not to take dicyclomine?', 'Can dicyclomine cause diarrhea?', 'Do you need to drink a lot of water with dicyclomine?', 'Can I take Tums with dicyclomine?']",,,,,
3347,177,Dicyclomine,5,What replaces dicyclomine?,"['When not to take dicyclomine?', 'Can dicyclomine cause diarrhea?', 'Do you need to drink a lot of water with dicyclomine?', 'Can I take Tums with dicyclomine?', 'Can I buy dicyclomine over the counter?']",,,,,
3348,177,Dicyclomine,6,What is the best over the counter antispasmodic medicine?,"['When not to take dicyclomine?', 'Can dicyclomine cause diarrhea?', 'Do you need to drink a lot of water with dicyclomine?', 'Can I take Tums with dicyclomine?', 'Can I buy dicyclomine over the counter?', 'What replaces dicyclomine?']",,,,,
3349,177,Dicyclomine,7,What is the strongest natural muscle relaxer?,"['When not to take dicyclomine?', 'Can dicyclomine cause diarrhea?', 'Do you need to drink a lot of water with dicyclomine?', 'Can I take Tums with dicyclomine?', 'Can I buy dicyclomine over the counter?', 'What replaces dicyclomine?', 'What is the best over the counter antispasmodic medicine?']",,,,,
3350,177,Dicyclomine,8,How to stop leg cramps immediately?,"['When not to take dicyclomine?', 'Can dicyclomine cause diarrhea?', 'Do you need to drink a lot of water with dicyclomine?', 'Can I take Tums with dicyclomine?', 'Can I buy dicyclomine over the counter?', 'What replaces dicyclomine?', 'What is the best over the counter antispasmodic medicine?', 'What is the strongest natural muscle relaxer?']",,,,,
3351,177,Dicyclomine,9,What do ALS cramps feel like?,"['When not to take dicyclomine?', 'Can dicyclomine cause diarrhea?', 'Do you need to drink a lot of water with dicyclomine?', 'Can I take Tums with dicyclomine?', 'Can I buy dicyclomine over the counter?', 'What replaces dicyclomine?', 'What is the best over the counter antispasmodic medicine?', 'What is the strongest natural muscle relaxer?', 'How to stop leg cramps immediately?']",,,,,
3352,178,Ipratropium,0,What is the most common side effect of ipratropium bromide?,[],,,,,
3353,178,Ipratropium,1,Does ipratropium cause diarrhea?,['What is the most common side effect of ipratropium bromide?'],,,,,
3354,178,Ipratropium,2,When should you not use ipratropium?,"['What is the most common side effect of ipratropium bromide?', 'Does ipratropium cause diarrhea?']",,,,,
3355,178,Ipratropium,3,Does ipratropium help with post nasal drip?,"['What is the most common side effect of ipratropium bromide?', 'Does ipratropium cause diarrhea?', 'When should you not use ipratropium?']",,,,,
3356,178,Ipratropium,4,Why is post nasal drip worse at night?,"['What is the most common side effect of ipratropium bromide?', 'Does ipratropium cause diarrhea?', 'When should you not use ipratropium?', 'Does ipratropium help with post nasal drip?']",,,,,
3357,178,Ipratropium,5,How to tell if sinus infection has spread to the brain?,"['What is the most common side effect of ipratropium bromide?', 'Does ipratropium cause diarrhea?', 'When should you not use ipratropium?', 'Does ipratropium help with post nasal drip?', 'Why is post nasal drip worse at night?']",,,,,
3358,178,Ipratropium,6,What happens if you have a sinus infection for too long?,"['What is the most common side effect of ipratropium bromide?', 'Does ipratropium cause diarrhea?', 'When should you not use ipratropium?', 'Does ipratropium help with post nasal drip?', 'Why is post nasal drip worse at night?', 'How to tell if sinus infection has spread to the brain?']",,,,,
3359,178,Ipratropium,7,What can a sinus infection turn into?,"['What is the most common side effect of ipratropium bromide?', 'Does ipratropium cause diarrhea?', 'When should you not use ipratropium?', 'Does ipratropium help with post nasal drip?', 'Why is post nasal drip worse at night?', 'How to tell if sinus infection has spread to the brain?', 'What happens if you have a sinus infection for too long?']",,,,,
3360,178,Ipratropium,8,How to test for sinus infection at home?,"['What is the most common side effect of ipratropium bromide?', 'Does ipratropium cause diarrhea?', 'When should you not use ipratropium?', 'Does ipratropium help with post nasal drip?', 'Why is post nasal drip worse at night?', 'How to tell if sinus infection has spread to the brain?', 'What happens if you have a sinus infection for too long?', 'What can a sinus infection turn into?']",,,,,
3361,178,Ipratropium,9,How do doctors confirm a sinus infection?,"['What is the most common side effect of ipratropium bromide?', 'Does ipratropium cause diarrhea?', 'When should you not use ipratropium?', 'Does ipratropium help with post nasal drip?', 'Why is post nasal drip worse at night?', 'How to tell if sinus infection has spread to the brain?', 'What happens if you have a sinus infection for too long?', 'What can a sinus infection turn into?', 'How to test for sinus infection at home?']",,,,,
3362,178,Ipratropium,0,Is ipratropium the same as albuterol?,[],,,,,
3363,178,Ipratropium,1,Can I take Trelegy and ipratropium together?,['Is ipratropium the same as albuterol?'],,,,,
3364,178,Ipratropium,2,What is a triple inhaler for COPD?,"['Is ipratropium the same as albuterol?', 'Can I take Trelegy and ipratropium together?']",,,,,
